table,table_description,column,type,org_specific,discontinued,column_description,bucket,time_typed,is_pk
ADDITIONAL_EM_CODE,This table holds all information related to additional evaluation and management (E/M) codes.,EM_CODE_UNIQUE_NUM,VARCHAR,False,False,Unique number associated with each additional E/M code. The number is only unique within the contact.,E/M level / CPT coding,False,False
ADDITIONAL_EM_CODE,This table holds all information related to additional evaluation and management (E/M) codes.,EM_NO_CHG_REASON_C_NAME,VARCHAR,False,False,The reason that a charge was not triggered for an E/M code. This item being populated does not imply any issues with system integrity or system build; it will be set both for legitimate reasons that a charge was not triggered as well as non-legitimate reasons.,E/M level / CPT coding,False,False
ADDITIONAL_EM_CODE,This table holds all information related to additional evaluation and management (E/M) codes.,AR_EM_CODE_DX,VARCHAR,False,False,The associated diagnosis information for additional E/M code data generated by an AR interface.,E/M level / CPT coding,False,False
ALT_PRC_DIAGNOSES,Diagnoses that are associated with Drug-Disease alerts.,ALERT_ID,NUMERIC,False,False,This column stores the unique identifier of the alert record. You could link it to ALERT.ALT_ID to get patient and vendor information in table ALERT.,ICD-10 / Diagnosis coding,False,True
ALT_PRC_DIAGNOSES,Diagnoses that are associated with Drug-Disease alerts.,CONTACT_DATE_REAL,FLOAT,False,False,This is a numeric representation of the date of this encounter in your system. The integer portion of the number specifies the date of the encounter. The digits after the decimal point indicate multiple visits on one day.,ICD-10 / Diagnosis coding,False,True
ALT_PRC_DIAGNOSES,Diagnoses that are associated with Drug-Disease alerts.,LINE,INTEGER,False,False,The Line Count,ICD-10 / Diagnosis coding,False,True
ALT_PRC_DIAGNOSES,Diagnoses that are associated with Drug-Disease alerts.,CONTACT_DATE,DATETIME,False,False,The date on which the encounter took place.,ICD-10 / Diagnosis coding,True,False
ALT_PRC_DIAGNOSES,Diagnoses that are associated with Drug-Disease alerts.,PRC_DIAGNOSES_ID_DX_NAME,VARCHAR,False,False,The name of the diagnosis.,ICD-10 / Diagnosis coding,False,False
ANTICOAG_TRTMNT_DX,This table tracks anticoagulation therapy medications taken prior to diagnosis.,PROBLEM_LIST_ID,NUMERIC,False,False,The unique identifier for the problem record.,ICD-10 / Diagnosis coding,False,True
ANTICOAG_TRTMNT_DX,This table tracks anticoagulation therapy medications taken prior to diagnosis.,LINE,INTEGER,False,False,The line number for the information associated with this record. Multiple pieces of information can be associated with this record.,ICD-10 / Diagnosis coding,False,True
ANTICOAG_TRTMNT_DX,This table tracks anticoagulation therapy medications taken prior to diagnosis.,ANTICOAG_PRE_DX_C_NAME,VARCHAR,True,False,This item tracks anticoagulation therapy medications taken prior to diagnosis.,ICD-10 / Diagnosis coding,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,APPEAL_GRV_ID,NUMERIC,False,False,The unique identifier (.1 item) for the appeal/grievance record.,Claims / Denials,False,True
APPEAL_GRV,This table contains information about an individual appeal or grievance.,CM_PHY_OWNER_ID,VARCHAR,False,False,The Community ID (CID) of the instance that owns this record or line. This is only populated if you use IntraConnect.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,CM_LOG_OWNER_ID,VARCHAR,False,False,The Community ID (CID) of the instance from which this record or line was extracted. This is only populated if you use IntraConnect.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,RECORD_STATUS_C_NAME,VARCHAR,False,False,"Stores the record status (hidden, soft-deleted, etc.).",Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,APPEAL_GRV_TYPE_C_NAME,VARCHAR,False,False,The type of request this record represents. This is either an appeal or grievance.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,SERIES_IDENTIFIER,VARCHAR,False,False,The series ID for the appeal/grievance. This value is shared across levels of appeal/grievance.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,EXTERNAL_IDENTIFIER,VARCHAR,False,False,The identifier assigned to an appeal/grievance by an external entity.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,INITIATED_BY_TYPE_C_NAME,VARCHAR,False,False,The type of person which initiated the appeal or grievance.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,INITIATING_PROV_ID_PROV_NAME,VARCHAR,False,False,The name of the service provider. This item may be hidden in a public view of the CLARITY_SER table.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,INITIATING_REP_MEM_RESP_GUID,VARCHAR,False,False,If this record was initiated by an authorized representative this stores their Member Responsible GUID from the member's coverage.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,SUBMISSION_METHOD_C_NAME,VARCHAR,False,False,How this appeal or grievance was submitted.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,REVIEW_LEVEL_C_NAME,VARCHAR,False,False,The level of review within the appeals process.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,PAT_ID,VARCHAR,False,False,The member associated with the appeal or grievance.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,APPEAL_SUBJECT_TYPE_C_NAME,VARCHAR,False,False,What the appeal was filed about. This is either an authorization or a claim.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,SUBJECT_AUTH_REQUEST_ID,NUMERIC,False,False,Authorization that is being appealed or grieved about.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,SUBJECT_CLAIM_ID,NUMERIC,False,False,The claim that the grievance is about.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,RESULT_AUTH_REQUEST_ID,NUMERIC,False,False,The authorization created to effectuate the appeal decision in Epic.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,RESULT_CLAIM_ID,NUMERIC,False,False,"This column has been replaced by column RESULT_CLAIM_ID (TAG/430) in the table APPEAL_GRV_SUBJECT_RESULT. If the conversion has not run for this appeal, then this column will store the resulting claim for the appeal.",Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,RECORD_CREATE_UTC_DTTM,DATETIME (UTC),False,False,The instant that this record was created.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,RECORD_CREATE_USER_ID,VARCHAR,False,False,The unique ID of the user who created this record.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,RECORD_CREATE_USER_ID_NAME,VARCHAR,False,False,The name of the user record. This name may be hidden.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,URGENCY_C_NAME,VARCHAR,False,False,The urgency of the appeal or grievance.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,SUBMISSION_OVRIDE_UTC_DTTM,DATETIME (UTC),False,False,"If Submission System Instant (UTC) (I TAG 10010) is incorrect, this stores the override. Stored in UTC.",Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,DECISION_SYS_UTC_DTTM,DATETIME (UTC),False,False,The system calculated date and time that a decision was made for the appeal or grievance. Stored in UTC.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,DECISION_USER_ID,VARCHAR,False,False,The unique ID of the user that finalized the appeal decision.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,DECISION_USER_ID_NAME,VARCHAR,False,False,The name of the user record. This name may be hidden.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,DECISION_OVRIDE_UTC_DTTM,DATETIME (UTC),False,False,"If the System Calculated Decision Instant (UTC) (I TAG 10100) is incorrect, this will store the override. Stored in UTC.",Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,APPEAL_DECISION_C_NAME,VARCHAR,False,False,The decision for the appeal.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,TIMEFRAME_START_UTC_DTTM,DATETIME (UTC),False,False,The earliest date and time across all relevant timeliness standards that the clock for processing the appeal ot grievance begins based on the table APPEAL_GRV_TAT_MILESTONES. Stored in UTC.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,SUBMISSION_RPT_UTC_DTTM,DATETIME (UTC),False,False,"The compiled date and time an appeal or grievance was submitted to the organization. Equal to the Organization Submission instant (UTC) - Override (I TAG 10011) if it is set, otherwise Organization Submission instant (UTC) (I TAG 10010). Stored in UTC.",Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,SUBMISSION_SYS_UTC_DTTM,DATETIME (UTC),False,False,The system calculated date and time that the appeal or grievance was submitted to the organization. Stored in UTC.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,EXP_REQ_REC_UTC_DTTM,DATETIME (UTC),False,False,The date and time the request to expedite was received. Stored in UTC.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,WAS_UPGRADED_TO_EXP_YN,VARCHAR,False,False,"Indicates whether the urgency was changed from standard to expedited for this appeal or grievance. 'Y' indicates that the appeal or grievance was initially submitted with a standard urgency and then later upgraded to an expedited urgency. 'N' or NULL indicates that either the appeal or grievance was initially submitted with an expedited urgency, or the appeal or grievance was initially submitted with a standard priority, and the priority is still standard.",Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,EXP_REQ_DEC_UTC_DTTM,DATETIME (UTC),False,False,The date and time that a decision was made on whether to upgrade the appeal or grievance to an expedited priority. Stored in UTC.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,EXT_REQ_REC_UTC_DTTM,DATETIME (UTC),False,False,The date and time the request to extend the timeframe was received. Stored in UTC.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,EXT_DAYS,NUMERIC,False,False,The number of days the deadline for the appeal or grievance was extended.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,EXT_REQ_DEC_UTC_DTTM,DATETIME (UTC),False,False,The date and time the decision was made on whether to extend the timeframe. Stored in UTC.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,EXT_MAX_DAYS,NUMERIC,False,False,The maximum number of days the deadline can be extended.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,EFFECT_SYS_UTC_DTTM,DATETIME (UTC),False,False,The system calculated date and time for when the appeal was effectuated. Stored in UTC.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,EFFECT_OVR_UTC_DTTM,DATETIME (UTC),False,False,"If Effectuation System Instant (UTC) (I TAG 10050) is incorrect, this will store the override. Stored in UTC.",Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,EFFECT_RPT_UTC_DTTM,DATETIME (UTC),False,False,"The compiled date and time an was effectuated. Equal to the Effectuation override instant (UTC) (I TAG 10051) if it is set, otherwise Effectuation system instant (UTC) (I TAG 10050). Stored in UTC.",Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,EFFECT_DUE_UTC_DTTM,DATETIME (UTC),False,False,The date and time an appeal must be effectuated in order to stay compliant with all timeliness standards. Stored in UTC.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,OVERALL_DUE_UTC_DTTM,DATETIME (UTC),False,False,The date and time that the appeal or grievance must be fully completed in order to stay compliant with all timeliness standards. Stored in UTC.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,DECISION_RPT_UTC_DTTM,DATETIME (UTC),False,False,"The date and time that a decision was made for an appeal or grievance. Equal to Decision Instant (UTC) - Override (I TAG 10101) if it is set, otherwise Decision Instant (UTC) (I TAG 10100). Stored in UTC.",Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,DECISION_DUE_UTC_DTTM,DATETIME (UTC),False,False,The date and time a decision must be made on an appeal or grievance in order to stay compliant with all timeliness standards. Stored in UTC.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,TAT_SYS_TIME_ZONE_C_NAME,VARCHAR,False,False,The system calculated time zone category ID to use for TAT calculations based on the time zone of where the appeal/grievance record was created.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,TAT_OVR_TIME_ZONE_C_NAME,VARCHAR,False,False,"If TAT system time zone (I TAG 10500) is incorrect, this will store the category ID of the override.",Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,TAT_RPT_TIME_ZONE_C_NAME,VARCHAR,False,False,"The compiled time zone category ID to use for TAT calculations. Equal to TAT Override Time Zone (I TAG 10501) if it is set, otherwise TAT System Time Zone (I TAG 10500).",Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,TIMEFRAME_START_LOCAL_DTTM,DATETIME (Attached),False,False,The earliest date and time across all relevant timeliness standards that the clock for processing the appeal or grievance begins based on the table APPEAL_GRV_TAT_MILESTONES. Stored in the time zone determined by column TAT_RPT_TIME_ZONE_C.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,SUBMISSION_SYS_LOCAL_DTTM,DATETIME (Attached),False,False,The system calculated date and time that the appeal or grievance was submitted to the organization. Stored in the time zone determined by column TAT_RPT_TIME_ZONE_C.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,SUBMISSION_OVR_LOCAL_DTTM,DATETIME (Attached),False,False,"If Submission System Instant (I TAG 10910) is incorrect, this stores the override. Stored in the time zone determined by column TAT_RPT_TIME_ZONE_C.",Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,SUBMISSION_RPT_LOCAL_DTTM,DATETIME (Attached),False,False,"The compiled date and time an appeal or grievance was submitted to the organization. Equal to the Organization Submission instant - Override (I TAG 10911) if it is set, otherwise Organization Submission instant (I TAG 10910). Stored in the time zone determined by column TAT_RPT_TIME_ZONE_C.",Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,EXP_REQ_REC_LOCAL_DTTM,DATETIME (Attached),False,False,The date and time the request to expedite was received. Stored in the time zone determined by column TAT_RPT_TIME_ZONE_C.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,EXP_DEC_LOCAL_DTTM,DATETIME (Attached),False,False,The date and time that a decision was made on whether to upgrade the appeal or grievance to an expedited priority. Stored in the time zone determined by column TAT_RPT_TIME_ZONE_C.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,EXT_REQ_LOCAL_DTTM,DATETIME (Attached),False,False,The date and time the request to extend the timeframe was received. Stored in the time zone determined by column TAT_RPT_TIME_ZONE_C.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,EXT_DEC_LOCAL_DTTM,DATETIME (Attached),False,False,The date and time the decision was made on whether to extend the timeframe. Stored in the time zone determined by column TAT_RPT_TIME_ZONE_C.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,EFFECT_SYS_LOCAL_DTTM,DATETIME (Attached),False,False,The system calculated date and time for when the appeal was effectuated. Stored in the time zone determined by column TAT_RPT_TIME_ZONE_C.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,EFFECT_OVR_LOCAL_DTTM,DATETIME (Attached),False,False,"If Effectuation System Instant (I TAG 10950) is incorrect, this will store the override. Stored in the time zone determined by column TAT_RPT_TIME_ZONE_C.",Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,EFFECT_RPT_LOCAL_DTTM,DATETIME (Local),False,False,"The compiled date and time an appeal was effectuated. Equal to the Effectuation override instant (I TAG 10951) if it is set, otherwise Effectuation system instant (I TAG 10950). Stored in the time zone determined by column TAT_RPT_TIME_ZONE_C.",Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,EFFECT_DUE_LOCAL_DTTM,DATETIME (Attached),False,False,The date and time an appeal must be effectuated in order to stay compliant with all timeliness standards. Stored in the time zone determined by column TAT_RPT_TIME_ZONE_C.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,OVERALL_DUE_LOCAL_DTTM,DATETIME (Attached),False,False,The date and time that the appeal or grievance must be fully completed in order to stay compliant with all timeliness standards. Stored in the time zone determined by column TAT_RPT_TIME_ZONE_C.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,DECISION_LOCAL_DTTM,DATETIME (Attached),False,False,The system calculated date and time that a decision was made for the appeal or grievance. Stored in the time zone determined by column TAT_RPT_TIME_ZONE_C.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,DECISION_OVR_LOCAL_DTTM,DATETIME (Attached),False,False,"If the System Calculated Decision Instant (I TAG 10990) is incorrect, this will store the override. Stored in the time zone determined by column TAT_RPT_TIME_ZONE_C.",Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,DECISION_RPT_LOCAL_DTTM,DATETIME (Attached),False,False,"The date and time that a decision was made for an appeal or grievance. Equal to Decision Instant - Override (I TAG 10991) if it is set, otherwise Decision Instant (I TAG 10990). Stored in the time zone determined by column TAT_RPT_TIME_ZONE_C.",Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,DECISION_DUE_LOCAL_DTTM,DATETIME (Attached),False,False,The date and time a decision must be made on an appeal or grievance in order to stay compliant with all timeliness standards. Stored in the time zone determined by column TAT_RPT_TIME_ZONE_C.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,GRIEVANCE_SUBJECT_TYPE_C_NAME,VARCHAR,True,False,The subject type category ID for the grievance. This specifies what the grievance is about.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,REASON_FOR_GRIEVANCE_C_NAME,VARCHAR,True,False,The reason category ID for the grievance.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,SUBJECT_APPEAL_APPEAL_GRV_ID,NUMERIC,False,False,The unique ID of the appeal that is the subject of this grievance.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,SUBJECT_GRIEVANC_APPEAL_GRV_ID,NUMERIC,False,False,The unique ID of the grievance that is the subject of this grievance.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,SUBJECT_PROV_ID_PROV_NAME,VARCHAR,False,False,The name of the service provider. This item may be hidden in a public view of the CLARITY_SER table.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,SUBJECT_FACILITY_ID_LOC_NAME,VARCHAR,False,False,The name of the revenue location.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,SUBJECT_EMPLOYEE_USER_ID,VARCHAR,False,False,The unique ID of the employee that is the subject of this grievance.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,SUBJECT_EMPLOYEE_USER_ID_NAME,VARCHAR,False,False,The name of the user record. This name may be hidden.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,SUBJECT_RESOURCE_PROV_ID_PROV_NAME,VARCHAR,False,False,The name of the service provider. This item may be hidden in a public view of the CLARITY_SER table.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,SUBJECT_LOC_ID_LOC_NAME,VARCHAR,False,False,The name of the revenue location.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,SUBJECT_POS_ID_LOC_NAME,VARCHAR,False,False,The name of the revenue location.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,SUBJECT_BUS_SEG_POS_ID_LOC_NAME,VARCHAR,False,False,The name of the revenue location.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,SUBJECT_REGION_ID_LOC_NAME,VARCHAR,False,False,The name of the revenue location.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,SUBJECT_GROUP_ID_LOC_NAME,VARCHAR,False,False,The name of the revenue location.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,SUBJECT_COVERAGE_ID,NUMERIC,False,False,The unique ID of the coverage related to this grievance.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,GRIEVANCE_INCIDENT_UTC_DTTM,DATETIME (UTC),False,False,The UTC date and time that the incident occurred for this grievance.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,GRIEVANCE_INCIDENT_LOCAL_DTTM,DATETIME (Attached),False,False,The local date and time that the incident occurred for this grievance. Stored in the time zone determined by column TAT_RPT_TIME_ZONE_C.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,EXTENSION_INITIATED_BY_TYPE_C_NAME,VARCHAR,False,False,"Whether the extension was initiated by the health plan, or the appeal or grievance submitter.",Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,DECISION_OVR_USER_ID,VARCHAR,False,False,"If the Decision User ID System (I TAG 10103) is incorrect, this will store the override value.",Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,DECISION_OVR_USER_ID_NAME,VARCHAR,False,False,The name of the user record. This name may be hidden.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,DECISION_RPT_USER_ID,VARCHAR,False,False,Stores the Decision User ID Override (I TAG 10104) if it is set. Otherwise stores the Decision User ID System (I TAG 10103).,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,DECISION_RPT_USER_ID_NAME,VARCHAR,False,False,The name of the user record. This name may be hidden.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,LATE_FILING_RCV_UTC_DTTM,DATETIME (UTC),False,False,"The instant, in UTC, when the reasons for late filing were received.",Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,FILED_ON_TIME_C_NAME,VARCHAR,True,False,The on time status category ID for the appeal/grievance.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,AG_REVIEW_TYPE_C_NAME,VARCHAR,False,False,If the appeal/grievance is being reviewed internally or externally.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,REVIEW_AGENCY_ID,VARCHAR,False,False,The unique ID of the agency responsible for processing the appeal/grievance.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,REVIEW_AGENCY_ID_AGENCY_NAME,VARCHAR,False,False,The name of the agency.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,CASE_SENT_REVW_ENTITY_UTC_DTTM,DATETIME (UTC),False,False,The UTC date and time that the appeal/grievance case file information was sent to the review entity.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,CASE_SENT_REVW_ENTY_LOCAL_DTTM,DATETIME (Attached),False,False,The local date and time that the appeal/grievance case file information was sent to the review entity. Stored in the time zone determined by column TAT_RPT_TIME_ZONE_C.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,COVERAGE_ID,NUMERIC,False,False,The unique ID of the coverage associated with the appeal or grievance.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,PAYER_ID_PAYOR_NAME,VARCHAR,False,False,The name of the payor.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,BENEFIT_PLAN_ID_BENEFIT_PLAN_NAME,VARCHAR,False,False,The name of the benefit plan record.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,LOB_ID,VARCHAR,False,False,The unique ID of the line of business associated with the appeal or grievance.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,LOB_ID_LOB_NAME,VARCHAR,False,False,The name of the line of business record.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,MC_PEER_GROUP_C_NAME,VARCHAR,False,False,The category ID of the managed care peer group of the coverage associated with the appeal or grievance.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,REGION_ID_LOC_NAME,VARCHAR,False,False,The name of the revenue location.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,MEDICAL_GROUP_ID_LOC_NAME,VARCHAR,False,False,The name of the revenue location.,Claims / Denials,False,False
APPEAL_GRV,This table contains information about an individual appeal or grievance.,SUBJECT_FREE_TEXT,VARCHAR,False,False,Stores the name and/or the ID of the subject of the appeal/grievance if the subject is not a record in Epic.,Claims / Denials,False,False
APPEAL_GRV_2,This table contains information about an individual appeal or grievance as an extension of APPEAL_GRV.,APPEAL_GRV_ID,NUMERIC,False,False,The unique identifier (.1 item) for the appeal/grievance record.,Claims / Denials,False,True
APPEAL_GRV_2,This table contains information about an individual appeal or grievance as an extension of APPEAL_GRV.,NEXT_OUTST_DECISION_UTC_DTTM,DATETIME (UTC),False,False,"The date and time of the earliest outstanding decision due requirement, in UTC. If there are no outstanding decision due requirements, this item will be null.",Claims / Denials,False,False
